0.223533,0.551668
0.383389,0.692022
0.143056,-0.183615
0.090686,-0.321589
0.303186,-0.094256
-0.755654,0.559908
0.809214,0.403714
-0.697882,-0.067156
0.447935,1.025468
-0.608615,1.096515
0.778359,0.224540
-0.739448,-0.021470
-0.650822,0.995529
0.196524,0.347133
0.785134,-0.210074
0.372585,-0.285241
-0.248436,-0.382107
-0.745766,1.095691
-0.903424,1.085070
0.944899,0.991958
0.165029,-0.379086
-0.524842,0.454436
0.566774,-0.132801
-0.704199,-0.124104
-0.215110,-0.647435
0.503693,0.901044
0.157155,0.591586
0.056078,1.064928
-0.386776,-0.041704
0.626469,-0.127125
-0.605136,0.365261
0.810587,0.073016
-0.348964,-0.315912
-0.807657,0.619327
-0.903241,0.295953
-0.269585,0.222526
0.674810,-0.379360
0.670965,0.281396
0.340266,0.626377
-0.667028,0.527863
0.561007,1.109058
0.521180,0.620243
1.036637,0.667211
-0.117512,-0.509735
0.058733,-0.758217
-0.436399,-0.329554
-0.636723,0.112659
-0.201743,0.097003
0.877789,0.328730
-0.773232,0.974197
-0.364803,0.604678
-0.864696,0.707312
0.008469,0.006638
0.590945,-0.504791
0.193777,0.983627
-0.187735,-0.697699
0.315088,-0.369472
-0.546907,-0.208243
0.515320,0.150472
0.256218,0.120533
-0.256676,0.211173
0.608249,1.156117
0.903241,0.019547
0.345668,0.556429
0.501495,0.532075
0.548647,-0.442534
-0.223350,0.256401
-1.082690,0.471191
-0.585910,0.807566
0.554964,-0.030168
0.761330,0.895917
-0.686529,-0.115131
-0.889966,0.210440
-0.999557,0.262444
-0.604129,-0.135365
1.097430,0.490143
0.513764,-0.087756
-0.200735,0.543245
0.951125,0.256218
0.070177,-0.828623
-0.454344,-0.032640
-0.167043,1.050554
0.598636,0.160817
-0.072741,0.550844
-0.434019,-0.601749
0.961470,0.499390
0.882092,0.018540
-0.566042,1.178091
-0.921094,0.165304
-0.161550,0.723609
-0.548006,1.158498
0.733589,0.315729
-0.686071,0.939497
0.357295,-0.665563
0.553682,-0.259423
