0.469893, 0.147313
0.378582, 0.727714
0.551042, 0.970489
0.039460, 0.363811
0.757317, 0.095859
0.166967, 0.261238
0.851924, 0.570391
0.111087, 0.398022
0.317484, 0.196478
0.199164, 0.128391
0.641652, 0.181158
0.879025, 0.673544
0.613514, 0.359569
0.313456, 0.705283
0.780663, 0.268349
0.764885, 0.593219
0.064028, 0.555071
0.558580, 0.057283
0.716483, 0.723594
0.894864, 0.541887
0.257881, 0.686911
0.523728, 0.576830
0.421735, 0.289804
0.636067, 0.406018
0.776177, 0.543931
0.384228, 0.699545
0.532456, 0.334239
0.725455, 0.870571
0.516678, 0.410993
0.297983, 0.275307
0.869991, 0.491836
0.951201, 0.470809
0.101199, 0.495254
0.398267, 0.110996
0.175634, 0.468581
0.343669, 0.313639
0.547197, 0.128513
0.901273, 0.444411
0.496170, 0.001923
0.887631, 0.362743
0.231452, 0.739830
0.096561, 0.706595
0.358592, 0.887539
0.552355, 0.183447
0.651601, 0.555773
0.178442, 0.595325
0.441816, 0.858486
0.874081, 0.825129
0.868007, 0.673513
0.061586, 0.625446
0.823237, 0.840785
0.619129, 0.300272
0.180242, 0.353587
0.655049, 0.747490
0.240272, 0.769494
0.705527, 0.187384
0.789239, 0.588763
0.632221, 0.903714
0.199713, 0.532701
0.713981, 0.599719
0.243110, 0.142888
0.961760, 0.625050
0.149144, 0.614246
0.868068, 0.375866
0.591327, 0.168126
0.752739, 0.650533
0.570879, 0.774682
0.350261, 0.317789
0.434675, 0.608173
0.597522, 0.265389
0.357524, 0.283761
0.372967, 0.750572
0.874172, 0.474105
0.483718, 0.043733
0.560045, 0.555223
0.213691, 0.764763
0.656697, 0.472030
0.673208, 0.266182
0.983276, 0.587542
0.277108, 0.894131
0.564714, 0.933561
0.365612, 0.056581
0.675497, 0.937834
0.091952, 0.413068
0.778466, 0.158361
0.703177, 0.176916
0.446303, 0.020661
0.286355, 0.614338
0.481338, 0.149541
0.371838, 0.420057
0.442061, 0.440107
0.061831, 0.424543
0.925718, 0.335734
0.821802, 0.345347
0.384014, 0.184790
0.794031, 0.296335
0.205206, 0.513718
0.134709, 0.176519
0.203528, 0.565111
0.952910, 0.471114
0.074343, 0.682943
0.425977, 0.519364
0.685263, 0.108798
0.796503, 0.191900
0.587848, 0.700156
0.191656, 0.299692
0.524339, 0.814936
0.717032, 0.186773
0.256447, 0.088717
0.534135, 0.673574
0.421522, 0.398938
0.142094, 0.368328
0.376751, 0.627735
0.533738, 0.875454
0.207038, 0.884793
0.353710, 0.137364
0.624592, 0.919431
0.452406, 0.039949
0.900967, 0.397809
0.315653, 0.892972
0.687368, 0.113437
0.224189, 0.160039
0.742973, 0.738334
0.273507, 0.343974
0.661275, 0.597125
0.722221, 0.324046
0.762383, 0.689932
0.757408, 0.771538
0.824854, 0.470809
0.399365, 0.222968
0.798975, 0.806970
0.445601, 0.429975
0.611316, 0.657552
0.267129, 0.136509
0.185675, 0.530137
0.759819, 0.634816
0.758507, 0.318522
0.813440, 0.399060
0.145543, 0.752770
0.820215, 0.163091
0.168340, 0.629994
0.194555, 0.493851
0.593036, 0.876003
0.070223, 0.504135
0.214576, 0.360912
0.646931, 0.439436
0.133305, 0.268593
0.418561, 0.181616
0.112369, 0.583605
0.379498, 0.810694
0.141697, 0.389508
0.079318, 0.742973
0.407361, 0.185125
0.460799, 0.655965
0.417096, 0.189154
0.308908, 0.651021
0.400647, 0.847621
0.317637, 0.237953
0.696310, 0.531999
0.286721, 0.055025
0.699057, 0.281075
0.410108, 0.645192
0.830775, 0.829676
0.212500, 0.854213
0.354259, 0.810602
0.376446, 0.961730
0.595141, 0.313822
0.440901, 0.289895
0.313303, 0.248207
0.779351, 0.625202
0.929533, 0.512070
0.714866, 0.444044
0.271279, 0.784936
0.110172, 0.291116
0.512070, 0.356182
0.407910, 0.685629
0.498672, 0.786737
0.244331, 0.895901
0.398755, 0.425398
0.516648, 0.898770
0.776574, 0.595599
0.706381, 0.394574
0.595965, 0.711020
0.171117, 0.358440
0.849513, 0.855525
0.533677, 0.205603
0.854427, 0.149937
0.329783, 0.713645
0.924436, 0.308023
0.300180, 0.822016
0.480087, 0.180395
0.520127, 0.285867
0.813044, 0.720847
0.052889, 0.658040
0.127781, 0.454451
0.439619, 0.830348
0.867397, 0.704337
0.122074, 0.264229
0.608234, 0.895383
0.308725, 0.580126
0.805567, 0.551134
0.349345, 0.268075
0.847438, 0.502701
0.657338, 0.431166
0.099124, 0.518937
0.312143, 0.303354
0.535325, 0.318339
0.668172, 0.401807
0.121097, 0.821162
0.791162, 0.238624
0.620258, 0.414045
0.384106, 0.417096
0.308847, 0.606281
